"BURNLEY (MARSDEN HOSPITAL)",,,,,,,,,,,,
Grid ref,SD855353,Long,-2.221701,Lat,53.813779,,,,,,,
Station no,2971/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.13,,
February,,,,,,,,,,3.52,,
March,,,,,,,,,,1.32,,
April,,,,,,,,,,2.51,,
May,,,,,,,,,,1.74,,
June,,,,,,,,,,0.95,,
July,,,,,,,,,,8.14,,
August,,,,,,,,,,6.08,,
September,,,,,,,,,,2.85,,
October,,,,,,,,,,4.29,,
November,,,,,,,,,4.76,7.42,,
December,,,,,,,,,7.48,5.34,,
Total,,,,,,,,,,49.29,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.24,49.29,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
