"HUNCOAT (BURNLEY ROAD RESERVOIR) NO 2",,,,,,,,,,,,
Grid ref,SD772296,Long,-2.347331,Lat,53.762249,,,,,,,
Station no,2962/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,100.00,5.73,,
February,,,,,,,,,100.00,4.56,,
March,,,,,,,,,2.20,1.14,,
April,,,,,,,,,3.52,3.24,,
May,,,,,,,,,1.73,2.03,,
June,,,,,,,,,3.14,1.41,,
July,,,,,,,,,4.04,9.47,,
August,,,,,,,,,0.69,6.50,,
September,,,,,,,,,0.40,3.36,,
October,,,,,,,,,5.48,4.80,,
November,,,,,,,,,5.77,8.11,,
December,,,,,,,,,9.21,5.54,,
Total,,,,,,,,,100.00,55.89,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.18,55.89,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-136.18,0.00,,
