"GRANTHAM (SALTERSFORD PUMPING STATION)",,,,,,,,,,,,
Grid ref,SK926334,Long,-0.625126,Lat,52.890089,,,,,,,
Station no,2534,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.74,1.72,1.04,1.38,2.97,3.80,1.15,2.59,3.21,4.91,,
February,3.97,0.44,1.70,2.87,2.84,0.83,2.39,3.05,0.21,2.03,,
March,3.13,2.76,1.03,1.64,2.32,0.63,1.57,1.52,2.63,1.92,,
April,2.19,1.14,2.38,0.53,1.30,1.97,0.32,0.53,2.44,0.42,,
May,2.97,1.62,2.08,3.28,4.07,1.07,1.34,2.17,0.69,0.87,,
June,1.23,1.83,3.01,3.03,3.06,3.62,2.37,4.36,0.69,2.39,,
July,0.86,0.32,1.49,1.96,0.54,2.93,3.48,3.68,1.76,3.46,,
August,4.41,2.09,2.05,3.95,0.77,5.00,2.16,3.29,1.33,3.53,,
September,1.07,1.89,0.94,2.48,1.67,2.16,4.85,2.20,0.14,3.10,,
October,1.53,3.20,2.16,2.71,1.75,1.20,0.95,1.45,1.80,5.19,,
November,5.49,2.21,1.67,4.86,1.16,1.07,2.14,1.46,2.21,3.05,,
December,1.47,2.02,0.96,2.73,1.38,2.00,2.46,2.92,3.43,3.84,,
Total,31.06,21.24,20.51,31.42,23.83,26.28,25.18,29.22,20.54,34.71,,
Calc annual,31.06,21.24,20.51,31.42,23.83,26.28,25.18,29.22,20.54,34.71,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
