"SWINDON (OSBOURNE STREET)",,,,,,,,,,,,
Grid ref,SU148857,Long,-1.787856,Lat,51.569980,,,,,,,
Station no,1537/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.04,2.00,,,,,,,,,,
February,4.43,0.62,,,,,,,,,,
March,3.68,0.50,,,,,,,,,,
April,2.74,1.55,,,,,,,,,,
May,2.09,3.60,,,,,,,,,,
June,0.84,1.65,,,,,,,,,,
July,1.01,0.23,,,,,,,,,,
August,5.02,3.28,,,,,,,,,,
September,3.10,1.47,,,,,,,,,,
October,0.71,3.90,,,,,,,,,,
November,6.11,4.53,,,,,,,,,,
December,2.21,2.42,,,,,,,,,,
Total,34.98,25.75,,,,,,,,,,
Calc annual,34.98,25.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
