"HASCOMBE (WINKWORTH HANGER)",,,,,,,,,,,,
Grid ref,SU995404,Long,-0.578676,Lat,51.154216,,,,,,,
Station no,176/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.80,2.39,1.36,2.17,3.46,4.82,2.75,3.48,3.66,3.37,,
February,7.02,0.76,1.40,2.58,1.97,0.40,4.63,2.43,0.09,2.88,,
March,4.70,3.14,0.51,3.00,1.62,0.87,2.08,2.76,2.69,1.32,,
April,2.58,2.30,2.45,0.36,0.24,1.16,0.38,0.89,2.43,0.91,,
May,2.75,2.23,2.32,2.34,3.89,0.43,1.50,3.17,0.94,1.22,,
June,1.32,1.74,1.68,3.60,2.53,2.22,1.37,4.48,1.97,1.80,,
July,2.10,0.76,3.95,2.61,0.51,6.70,4.01,1.59,2.14,4.24,,
August,4.09,2.82,1.66,2.74,1.61,3.88,3.06,4.95,2.81,4.00,,
September,3.32,2.99,2.96,2.77,2.11,4.26,2.97,4.71,0.35,3.49,,
October,0.90,3.77,3.71,2.69,5.05,1.58,1.76,2.97,2.84,7.95,,
November,8.92,2.31,2.07,6.57,3.02,0.96,3.11,2.42,4.43,5.52,,
December,3.87,2.66,0.94,2.74,3.71,5.70,2.56,3.54,6.24,3.92,,
Total,46.37,27.87,25.01,34.17,29.72,32.98,30.18,37.39,30.59,40.62,,
Calc annual,46.37,27.87,25.01,34.17,29.72,32.98,30.18,37.39,30.59,40.62,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,,
