"HAYFIELD (KINDER SOURCE)",,,,,,,,,,,,
Grid ref,SK087878,Long,-1.870658,Lat,53.386972,,,,,,,
Station no,2643/7/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.43,5.65,4.45,5.60,6.35,8.96,4.10,6.20,5.70,11.05,,
February,6.12,5.20,3.85,5.20,4.35,3.54,4.45,8.30,0.90,6.20,,
March,8.68,3.40,4.05,6.20,4.35,2.38,4.40,3.10,2.85,2.60,,
April,3.40,4.70,3.65,1.20,2.85,2.68,0.81,2.10,4.10,3.30,,
May,3.12,4.05,3.15,4.55,6.70,2.95,1.70,5.05,0.95,2.60,,
June,2.23,3.90,4.10,4.60,5.10,4.15,2.20,6.80,2.35,1.70,,
July,4.20,5.18,8.10,10.50,1.35,8.10,7.85,7.10,5.48,8.70,,
August,8.35,3.15,5.10,9.15,0.78,12.40,8.55,4.60,0.85,8.00,,
September,4.12,7.45,3.40,6.55,3.35,5.35,9.95,8.20,0.43,5.85,,
October,1.65,7.10,3.15,9.20,4.35,3.60,5.10,6.20,4.10,7.50,,
November,12.40,4.35,4.05,9.50,3.50,2.60,3.80,2.60,7.10,7.30,,
December,7.50,5.10,3.40,11.00,8.00,9.05,6.20,5.50,8.55,6.20,,
Total,69.20,59.23,50.45,83.25,51.03,65.76,59.11,65.75,43.36,71.00,,
Calc annual,69.20,59.23,50.45,83.25,51.03,65.76,59.11,65.75,43.36,71.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
