"PENSELWOOD",,,,,,,,,,,,
Grid ref,ST771314,Long,-2.328293,Lat,51.081458,,,,,,,
Station no,2119/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.88,3.03,0.96,1.51,3.46,4.83,2.76,3.61,5.94,4.19,,
February,5.24,1.27,2.39,3.60,1.82,0.07,3.34,3.69,0.29,3.02,,
March,3.61,4.01,0.81,4.20,1.39,1.59,2.33,1.14,4.77,1.90,,
April,3.82,1.90,3.30,0.42,1.16,1.38,0.44,1.01,2.51,1.93,,
May,3.08,3.58,1.92,2.12,3.79,0.59,1.53,2.56,0.82,1.28,,
June,1.29,2.31,2.54,4.27,2.65,2.17,1.45,5.01,0.65,2.51,,
July,1.74,1.02,4.06,3.60,1.28,3.12,4.53,2.10,1.60,4.23,,
August,4.73,3.71,3.69,4.13,0.67,5.94,3.49,3.36,1.31,5.57,,
September,2.94,3.61,3.62,2.67,1.60,4.25,3.96,6.48,0.21,4.18,,
October,0.90,5.30,3.19,3.63,2.59,2.41,2.99,2.82,3.37,7.67,,
November,8.97,4.32,1.18,6.83,3.92,0.91,2.20,2.63,3.77,5.61,,
December,2.62,3.58,1.12,3.31,5.14,3.70,3.67,3.99,8.00,4.99,,
Total,42.82,37.64,28.78,40.29,29.47,30.96,32.69,38.40,33.24,47.08,,
Calc annual,42.82,37.64,28.78,40.29,29.47,30.96,32.69,38.40,33.24,47.08,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
