"SHOTTERMILL (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SU879325,Long,-0.746417,Lat,51.085093,,,,,,,
Station no,166/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.87,2.69,1.25,2.19,3.90,5.48,3.50,3.78,4.13,4.17,,
February,7.94,0.79,1.64,3.25,2.23,0.52,5.04,3.08,0.18,4.03,,
March,5.70,2.84,0.49,3.39,1.52,0.74,2.33,2.13,3.57,2.33,,
April,3.51,2.17,2.65,0.32,0.35,1.96,0.24,0.97,3.22,1.06,,
May,3.27,3.83,2.87,3.28,5.19,0.30,1.68,2.93,1.18,1.36,,
June,1.51,1.53,2.00,3.90,2.57,2.63,1.53,4.11,1.86,2.10,,
July,1.87,0.70,4.09,2.81,0.76,3.51,4.27,2.34,3.23,4.31,,
August,5.16,3.73,1.98,3.40,0.94,4.47,3.55,4.34,2.31,4.53,,
September,3.21,4.29,3.12,3.75,1.86,4.98,3.37,5.60,0.13,3.84,,
October,1.45,4.85,4.13,3.22,4.94,1.93,2.23,2.50,3.18,9.28,,
November,10.41,4.50,1.63,6.96,2.84,1.01,3.67,2.63,5.22,6.50,,
December,3.26,2.37,0.93,3.43,4.12,6.00,3.00,4.14,7.84,5.26,,
Total,52.16,34.29,26.78,39.90,31.22,33.53,34.41,38.55,36.05,48.77,,
Calc annual,52.16,34.29,26.78,39.90,31.22,33.53,34.41,38.55,36.05,48.77,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
