"BREDE (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ814178,Long,0.580076,Lat,50.931124,,,,,,,
Station no,554,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.47,3.39,1.11,1.48,4.68,5.40,2.37,4.10,3.12,2.95,,
February,6.81,1.45,1.73,2.69,2.19,0.89,4.70,3.01,0.05,2.87,,
March,4.44,3.04,0.17,3.86,1.72,0.48,1.50,1.50,1.76,2.68,,
April,2.30,1.31,1.97,0.42,0.31,1.46,0.39,1.53,2.71,1.23,,
May,1.81,1.72,1.37,2.21,4.17,0.37,0.99,2.24,0.62,2.81,,
June,1.34,0.85,2.40,2.60,2.18,2.16,1.48,3.66,0.39,1.61,,
July,2.50,0.65,3.03,4.00,1.26,2.37,4.88,2.81,2.64,2.78,,
August,5.13,4.41,2.33,3.62,2.09,4.96,2.25,5.18,0.76,4.52,,
September,2.54,4.53,4.11,3.24,2.18,3.11,3.63,3.52,0.15,2.61,,
October,2.67,3.22,3.56,2.67,4.91,1.40,1.55,5.38,3.77,7.65,,
November,5.71,4.61,2.12,6.17,1.45,0.73,3.62,1.94,5.03,7.20,,
December,2.68,3.56,0.84,2.09,4.01,3.89,2.11,4.04,7.89,3.82,,
Total,42.40,32.74,24.74,35.05,31.15,27.22,29.47,38.91,28.89,42.73,,
Calc annual,42.40,32.74,24.74,35.05,31.15,27.22,29.47,38.91,28.89,42.73,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
