"RUGELEY (BRINDLEY BANK)",,,,,,,,,,,,
Grid ref,SK037195,Long,-1.946596,Lat,52.773079,,,,,,,
Station no,2347,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.18,2.78,0.77,1.23,2.21,3.60,1.29,1.82,2.96,5.46,,
February,2.63,0.54,1.37,2.28,2.20,0.83,2.06,4.26,0.36,2.10,,
March,4.18,1.96,1.11,2.10,3.08,1.31,2.06,1.66,1.91,2.02,,
April,2.10,2.47,2.61,0.35,1.40,1.35,0.26,0.55,2.78,1.32,,
May,3.31,2.94,2.24,2.17,3.87,0.90,1.05,2.15,1.05,1.77,,
June,1.71,2.42,2.13,2.72,3.08,1.79,1.68,3.71,1.16,3.88,,
July,0.99,0.97,2.32,2.84,0.70,2.56,4.31,6.43,1.71,3.30,,
August,4.57,1.63,2.78,3.65,1.18,4.61,4.62,3.17,1.38,4.48,,
September,1.71,1.32,2.13,2.59,2.38,2.69,5.58,2.68,0.12,4.81,,
October,0.87,3.61,1.59,3.97,1.74,1.87,1.64,2.59,2.25,5.53,,
November,5.78,1.38,1.68,3.63,2.26,0.84,2.06,1.59,3.80,3.71,,
December,2.63,3.14,1.12,2.79,1.79,3.18,1.23,3.51,3.73,2.80,,
Total,32.66,25.16,21.85,30.32,25.89,25.53,27.84,34.12,23.21,41.18,,
Calc annual,32.66,25.16,21.85,30.32,25.89,25.53,27.84,34.12,23.21,41.18,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
