"HAMPTON HILL (LINDSAY RD.)",,,,,,,,,,,,
Grid ref,TQ139715,Long,-0.362950,Lat,51.431065,,,,,,,
Station no,835/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,1.48,2.03,2.03,,,
February,,,,,,,3.04,2.10,0.08,,,
March,,,,,,,1.01,1.14,1.77,,,
April,,,,,,,0.35,1.00,2.02,,,
May,,,,,,,1.34,2.30,0.76,,,
June,,,,,,,0.74,4.06,0.65,,,
July,,,,,,,2.98,2.49,1.40,,,
August,,,,,,,5.66,3.27,1.05,,,
September,,,,,,,2.69,3.63,0.12,,,
October,,,,,,,1.84,2.15,1.86,,,
November,,,,,,,2.27,1.84,2.43,,,
December,,,,,,,1.72,2.75,3.20,,,
Total,,,,,,,25.12,28.76,17.37,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,25.12,28.76,17.37,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,,
