"NELSON (COLDWELL RES.) NO. 3",,,,,,,,,,,,
Grid ref,SD901356,Long,-2.151848,Lat,53.816584,,,,,,,
Station no,2973/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.17,6.12,2.40,4.40,2.68,7.11,4.61,4.66,3.20,6.42,,
February,4.99,2.06,3.80,4.28,3.56,2.11,4.50,8.16,0.86,4.58,,
March,6.17,2.76,2.31,3.29,1.96,2.28,4.78,2.07,2.26,1.63,,
April,2.78,3.71,4.20,1.04,2.64,3.71,0.52,1.54,3.69,3.17,,
May,3.15,2.33,2.31,4.16,4.25,2.55,1.56,5.57,2.10,2.16,,
June,2.12,3.62,3.94,3.01,3.53,2.70,2.79,5.54,3.80,1.41,,
July,5.06,3.22,6.80,6.91,0.99,5.70,5.52,3.90,3.32,8.52,,
August,4.83,6.43,7.01,8.81,1.30,12.29,6.62,5.21,1.00,7.15,,
September,3.37,5.09,5.42,6.35,4.03,4.92,7.09,5.34,0.33,3.27,,
October,1.71,6.12,2.30,9.51,3.82,3.26,6.91,4.37,5.61,5.69,,
November,11.06,2.86,6.76,7.28,3.20,2.08,2.69,1.91,5.75,8.30,,
December,11.66,5.32,2.57,7.43,7.06,6.74,7.24,3.64,7.93,6.32,,
Total,62.07,49.64,49.82,66.47,39.02,55.45,54.83,51.91,39.85,58.62,,
Calc annual,62.07,49.64,49.82,66.47,39.02,55.45,54.83,51.91,39.85,58.62,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
