"PENRITH (LUNWICK HALL)",,,,,,,,,,,,
Grid ref,NY553358,Long,-2.695380,Lat,54.715207,,,,,,,
Station no,3609,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.80,3.65,0.89,3.13,1.82,2.65,3.03,2.70,1.89,3.88,,
February,3.51,0.72,1.04,2.04,1.09,0.96,2.43,3.45,0.49,2.79,,
March,2.52,0.99,0.35,2.44,0.92,1.19,1.51,0.73,1.41,0.80,,
April,2.03,2.17,2.56,0.70,0.65,1.10,0.56,0.95,2.62,2.37,,
May,1.41,1.77,1.76,2.78,2.50,1.35,1.78,3.50,1.36,2.17,,
June,0.82,2.08,1.75,2.35,1.82,3.15,1.33,2.56,3.91,0.78,,
July,2.17,2.17,2.75,2.57,1.61,3.42,3.08,3.13,2.24,4.02,,
August,3.50,4.12,3.56,3.91,2.53,8.29,4.72,4.43,0.34,3.25,,
September,2.55,2.36,3.84,4.82,2.26,2.34,3.17,4.37,1.03,1.57,,
October,1.03,3.84,1.56,8.16,2.28,1.90,3.44,3.68,3.30,3.57,,
November,8.44,1.93,3.14,6.44,1.69,1.31,0.78,1.15,4.38,6.09,,
December,5.54,3.57,1.75,3.53,4.07,3.38,3.24,2.67,4.83,4.24,,
Total,36.32,29.37,24.95,42.87,23.24,31.04,29.07,33.32,27.80,35.53,,
Calc annual,36.32,29.37,24.95,42.87,23.24,31.04,29.07,33.32,27.80,35.53,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
