"FALKIRK (PUTTING GREEN)",,,,,,,,,,,,
Grid ref,NS879803,Long,-3.799154,Lat,56.002497,,,,,,,
Station no,5345/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.02,,
February,,,,,,,,,,3.08,,
March,,,,,,,,,,1.74,,
April,,,,,,,,,,2.51,,
May,,,,,,,,,,2.83,,
June,,,,,,,,,,1.74,,
July,,,,,,,,,,2.75,,
August,,,,,,,,,,3.34,,
September,,,,,,,,,,1.90,,
October,,,,,,,,,,3.64,,
November,,,,,,,,,,4.10,,
December,,,,,,,,,5.18,4.33,,
Total,,,,,,,,,,35.98,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.18,35.98,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
