"CREWKERNE (MOUNT PLEASANT)",,,,,,,,,,,,
Grid ref,ST447099,Long,-2.787517,Lat,50.885928,,,,,,,
Station no,2051/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.64,,,,,,,,,
February,,,1.03,,,,,,,,,
March,,,0.40,,,,,,,,,
April,,,3.30,,,,,,,,,
May,,,2.47,,,,,,,,,
June,,,2.41,,,,,,,,,
July,,,3.19,,,,,,,,,
August,,,1.54,,,,,,,,,
September,,,4.15,,,,,,,,,
October,,,3.08,,,,,,,,,
November,,,2.02,,,,,,,,,
December,,,0.55,,,,,,,,,
Total,,,24.78,,,,,,,,,
Calc annual,0.00,0.00,24.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
