"BLACKRIDGE (BEDLORMIE)",,,,,,,,,,,,
Grid ref,NS883672,Long,-3.787314,Lat,55.884948,,,,,,,
Station no,5152/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.17,4.59,1.89,4.47,2.81,,,,,,,
February,2.73,1.41,2.10,2.80,2.19,,,,,,,
March,3.74,2.27,1.01,2.60,2.05,,,,,,,
April,2.99,2.16,2.66,2.13,1.68,,,,,,,
May,2.33,1.47,2.42,4.24,3.69,,,,,,,
June,3.53,3.54,1.84,3.49,2.29,,,,,,,
July,4.83,3.26,5.74,3.44,1.38,,,,,,,
August,4.55,4.80,3.31,6.88,1.38,,,,,,,
September,2.75,2.86,2.66,5.70,3.73,,,,,,,
October,1.18,3.15,3.06,9.43,2.93,,,,,,,
November,5.72,2.60,6.92,5.78,1.80,,,,,,,
December,6.49,4.04,4.56,6.52,6.17,,,,,,,
Total,46.01,36.15,38.17,57.48,32.10,,,,,,,
Calc annual,46.01,36.15,38.17,57.48,32.10,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
