"LIBERTON (COLLEGE FARM)",,,,,,,,,,,,
Grid ref,NT273705,Long,-3.164896,Lat,55.922064,,,,,,,
Station no,5137,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.90,2.77,0.48,2.44,1.82,1.59,3.48,1.49,0.94,2.76,,
February,2.36,0.57,0.74,1.63,1.36,1.71,2.88,1.63,0.20,2.63,,
March,2.72,1.53,0.45,1.29,1.91,1.19,1.66,2.01,0.27,1.20,,
April,2.78,1.48,1.99,1.23,0.46,0.61,0.64,1.91,1.73,0.77,,
May,3.15,1.92,1.69,4.84,1.91,0.63,1.44,1.85,0.44,1.12,,
June,1.74,2.85,1.33,2.40,0.53,2.95,1.19,3.09,2.15,0.95,,
July,3.48,2.05,3.88,1.48,1.66,5.09,4.78,6.95,2.47,2.56,,
August,5.62,4.40,1.85,4.90,0.93,7.21,2.75,2.93,0.22,3.99,,
September,1.25,2.11,2.52,3.51,1.06,3.91,1.41,2.40,0.42,1.09,,
October,0.46,1.39,1.31,6.70,1.53,1.76,1.95,1.23,1.64,3.63,,
November,4.57,2.12,3.21,2.91,0.73,0.46,1.60,1.01,4.74,2.50,,
December,2.89,2.88,3.40,2.73,3.98,2.90,2.34,3.75,2.71,2.07,,
Total,33.92,26.07,22.85,36.06,17.88,30.01,26.12,30.25,17.93,25.27,,
Calc annual,33.92,26.07,22.85,36.06,17.88,30.01,26.12,30.25,17.93,25.27,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
