"EDALE MILL NO 84",,,,,,,,,,,,
Grid ref,SK134854,Long,-1.800094,Lat,53.365303,,,,,,,
Station no,2690/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.36,5.98,2.51,5.56,3.60,7.17,3.43,5.30,4.40,7.89,,
February,5.16,2.35,2.70,3.97,3.36,1.44,4.23,7.53,0.50,3.18,,
March,6.74,2.66,3.54,3.38,3.68,2.40,4.22,2.90,2.34,1.59,,
April,2.70,3.36,3.20,0.62,1.94,2.08,0.59,1.33,4.07,1.93,,
May,2.33,4.37,2.21,3.47,5.48,0.84,1.70,4.30,1.36,2.28,,
June,1.77,4.17,3.79,3.25,4.19,4.36,2.06,4.64,2.97,1.53,,
July,2.84,3.41,5.67,5.75,0.81,7.79,4.78,7.14,4.42,7.20,,
August,5.14,2.32,4.61,6.86,0.82,8.64,8.28,3.15,0.66,4.92,,
September,3.24,6.12,2.72,6.53,2.47,4.90,10.17,5.46,0.19,4.52,,
October,1.26,6.72,2.50,7.31,3.73,3.23,3.71,4.55,3.81,5.57,,
November,11.83,4.01,3.19,8.64,3.03,2.75,2.56,1.78,5.21,6.61,,
December,6.11,4.65,2.30,7.53,6.80,6.99,6.05,4.69,6.30,4.37,,
Total,55.48,50.12,38.94,62.87,39.81,52.59,51.78,52.77,36.23,51.59,,
Calc annual,55.48,50.12,38.94,62.87,39.91,52.59,51.78,52.77,36.23,51.59,,
Difference,0.00,0.00,0.00,-0.00,-0.10,0.00,0.00,0.00,-0.00,0.00,,
