"SADDLEWORTH CANAL",,,,,,,,,,,,
Grid ref,SE000064,Long,-2.001471,Lat,53.554227,,,,,,,
Station no,3099,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.35,5.05,2.49,4.80,2.74,6.30,3.63,4.64,5.01,6.36,,
February,3.94,2.04,2.13,3.71,1.78,1.10,3.55,5.08,0.59,3.08,,
March,5.96,2.84,2.69,3.26,2.35,1.83,4.31,3.84,2.50,1.32,,
April,3.24,4.21,3.65,1.09,2.29,3.62,0.73,1.75,5.50,2.57,,
May,2.70,1.96,2.91,3.99,4.65,1.82,1.36,4.81,1.80,2.13,,
June,1.44,4.27,3.06,4.56,3.57,3.31,2.57,6.29,3.12,2.21,,
July,4.73,3.32,8.73,7.51,1.32,6.90,5.34,5.01,4.21,8.71,,
August,7.39,4.53,6.13,7.23,0.77,11.84,6.06,5.51,0.55,7.51,,
September,3.56,4.02,3.78,6.93,3.69,4.77,7.21,6.99,0.38,3.86,,
October,1.30,6.09,2.18,8.76,2.69,3.31,6.37,4.89,4.93,5.64,,
November,9.28,3.22,5.24,6.63,2.10,2.00,3.32,1.74,5.70,7.14,,
December,7.80,4.70,2.06,8.09,4.71,5.04,4.71,5.55,8.31,5.35,,
Total,57.69,46.25,45.05,66.56,32.66,51.84,49.16,56.10,42.60,55.88,,
Calc annual,57.69,46.25,45.05,66.56,32.66,51.84,49.16,56.10,42.60,55.88,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
