"ROYTON (PUBLIC PARK)",,,,,,,,,,,,
Grid ref,SD920079,Long,-2.122265,Lat,53.567647,,,,,,,
Station no,2844,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,4.00,1.90,4.34,2.58,,,,,,,
February,2.18,1.37,2.46,2.49,2.96,,,,,,,
March,4.17,2.41,2.01,2.53,3.31,,,,,,,
April,2.28,3.49,2.85,0.77,2.20,,,,,,,
May,1.28,2.87,2.86,1.53,3.53,,,,,,,
June,0.64,2.14,2.73,4.14,3.96,,,,,,,
July,3.58,3.00,5.83,6.16,1.00,,,,,,,
August,5.00,3.71,5.57,9.21,1.80,,,,,,,
September,3.20,3.17,4.46,5.69,2.54,,,,,,,
October,1.53,4.12,3.28,6.50,1.97,3.04,,,,,,
November,7.40,2.22,4.37,5.94,1.69,1.21,,,,,,
December,6.01,4.01,1.51,6.67,4.98,3.82,,,,,,
Total,41.07,36.51,39.83,55.97,32.52,,,,,,,
Calc annual,41.07,36.51,39.83,55.97,32.52,8.07,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
