"PATELEY BRIDGE (ROUND HILL)",,,,,,,,,,,,
Grid ref,SE127651,Long,-1.807372,Lat,54.081665,,,,,,,
Station no,3366/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,3.99,3.75,6.04,,
February,,,,,,,,7.02,0.49,3.49,,
March,,,,,,,,2.39,1.91,2.69,,
April,,,,,,,,1.22,3.76,2.59,,
May,,,,,,,,6.16,0.88,1.89,,
June,,,,,,,,3.86,1.38,1.60,,
July,,,,,,,,4.09,2.15,6.04,,
August,,,,,,,5.28,2.96,0.84,4.26,,
September,,,,,,,5.09,4.43,0.24,3.86,,
October,,,,,,,6.10,3.24,3.80,6.86,,
November,,,,,,,2.69,1.17,5.03,6.62,,
December,,,,,,,4.66,5.72,7.45,4.82,,
Total,,,,,,,,46.25,31.68,50.76,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,23.82,46.25,31.68,50.76,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,,
