"PLYNLIMON (SEVERN WEIR)",,,,,,,,,,,,
Grid ref,SN850872,Long,-3.694402,Lat,52.470584,,,,,,,
Station no,4247/5/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,12.00,11.45,8.25,9.75,,,
February,,,,,,1.50,7.75,13.03,1.80,,,
March,,,,,,6.52,8.74,2.75,7.40,,,
April,,,,,,1.76,0.73,4.48,7.91,,,
May,,,,,,2.30,4.13,6.17,4.39,,,
June,,,,,,4.50,3.02,4.80,5.07,,,
July,,,,,,7.50,10.01,7.03,5.68,,,
August,,,,,,17.00,11.85,6.17,0.85,,,
September,,,,,,8.93,14.98,11.05,0.75,,,
October,,,,,,6.00,11.90,7.00,,,,
November,,,,,,5.50,5.15,5.12,,,,
December,,,,,,9.75,9.83,7.30,,,,
Total,,,,,,83.26,99.54,83.15,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,83.26,99.54,83.15,43.60,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,,
