"BARROW GURNEY RESERVOIR",,,,,,,,,,,,
Grid ref,ST537679,Long,-2.667061,Lat,51.408223,,,,,,,
Station no,1992,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.33,2.95,0.74,2.35,3.28,4.11,3.07,2.73,3.74,3.73,,
February,4.51,0.74,1.59,3.58,1.72,0.18,3.63,4.09,0.33,2.55,,
March,4.17,3.23,0.98,3.22,1.11,0.87,2.70,1.25,2.90,2.64,,
April,3.92,1.62,3.84,0.64,1.25,1.75,0.10,1.28,2.97,1.55,,
May,2.79,3.99,1.65,2.19,4.14,0.49,1.93,3.39,1.55,1.02,,
June,0.61,4.21,2.06,4.22,2.55,2.62,1.91,3.45,2.15,2.59,,
July,1.23,0.88,3.83,3.68,0.11,3.38,4.11,2.19,2.81,6.14,,
August,5.58,5.69,4.62,3.02,0.49,7.21,2.83,3.09,1.67,4.91,,
September,2.96,3.11,3.28,6.13,1.41,3.58,4.29,4.81,0.19,4.52,,
October,0.70,4.48,2.33,4.22,1.38,1.34,3.85,3.24,3.80,6.07,,
November,7.52,4.23,1.85,6.59,4.12,0.72,2.78,2.59,4.77,5.19,,
December,2.28,2.29,1.04,2.61,3.98,3.95,2.71,3.72,7.14,5.02,,
Total,40.60,37.42,27.81,42.45,25.54,30.20,33.91,35.83,34.02,45.93,,
Calc annual,40.60,37.42,27.81,42.45,25.54,30.20,33.91,35.83,34.02,45.93,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
