"PENRUDDOCK SCHOOL",,,,,,,,,,,,
Grid ref,NY427277,Long,-2.889349,Lat,54.641144,,,,,,,
Station no,3604/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.38,4.62,1.74,4.32,3.51,3.16,6.51,4.97,3.25,5.88,,
February,5.00,1.20,1.96,3.16,2.31,1.49,4.22,6.72,1.16,5.55,,
March,5.13,1.59,0.71,2.82,1.13,3.35,3.27,0.81,3.20,1.38,,
April,2.90,2.56,3.44,1.32,1.09,1.42,0.32,1.56,3.72,3.93,,
May,1.83,2.90,2.33,3.85,4.09,2.14,1.96,4.62,1.73,1.81,,
June,1.00,2.49,1.68,4.30,2.59,3.15,1.57,4.17,4.34,1.37,,
July,3.08,3.17,4.31,3.92,2.45,4.84,3.90,3.27,3.26,4.49,,
August,4.30,5.98,5.65,5.54,3.33,8.76,6.76,3.91,0.84,3.31,,
September,5.30,4.31,6.96,7.54,3.18,4.67,4.66,5.73,0.97,2.70,,
October,1.06,5.99,2.97,12.23,3.41,3.11,5.68,4.68,6.77,4.55,,
November,13.01,2.57,6.57,11.12,1.99,2.94,1.81,0.74,6.06,9.89,,
December,10.42,4.67,2.69,7.76,8.52,7.23,7.25,4.75,7.91,6.32,,
Total,57.41,42.05,41.01,67.88,37.60,46.26,47.91,45.93,43.21,51.18,,
Calc annual,57.41,42.05,41.01,67.88,37.60,46.26,47.91,45.93,43.21,51.18,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,,
