"STOBO CASTLE",,,,,,,,,,,,
Grid ref,NT174366,Long,-3.312990,Lat,55.615953,,,,,,,
Station no,5074,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.01,4.56,1.14,4.45,2.57,2.83,4.91,3.68,1.54,3.53,,
February,3.53,1.05,1.21,2.85,1.92,2.09,3.36,3.35,1.02,3.99,,
March,2.50,1.34,0.83,2.77,1.64,1.84,2.54,1.38,1.76,2.03,,
April,3.76,1.83,2.93,0.90,0.78,0.94,2.03,1.49,3.02,3.01,,
May,2.88,2.14,2.41,5.48,2.93,1.53,1.90,2.47,1.78,2.07,,
June,1.49,2.65,3.62,2.58,1.42,2.72,2.57,3.92,2.41,1.27,,
July,3.18,2.36,4.66,3.91,3.16,4.53,3.91,6.02,3.16,3.09,,
August,4.69,4.24,2.66,5.14,1.88,6.17,4.86,3.68,0.96,5.54,,
September,2.44,2.18,3.47,4.41,2.92,2.99,3.02,3.91,0.97,1.89,,
October,0.58,3.91,2.71,7.00,2.81,2.73,3.31,2.14,4.07,2.93,,
November,7.87,2.95,4.41,7.25,1.68,1.42,1.91,1.21,6.64,5.64,,
December,5.02,4.16,3.37,5.17,5.15,5.49,4.38,5.59,5.75,4.67,,
Total,41.95,33.37,33.42,51.91,28.86,35.28,38.70,38.84,33.08,39.66,,
Calc annual,41.95,33.37,33.42,51.91,28.86,35.28,38.70,38.84,33.08,39.66,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
