"CHERTSEY",,,,,,,,,,,,
Grid ref,TQ049662,Long,-0.493930,Lat,51.385162,,,,,,,
Station no,241/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.65,2.02,0.98,1.06,2.61,3.69,1.36,2.11,1.96,2.07,,
February,6.16,0.89,1.17,2.26,1.28,0.19,2.82,2.17,0.06,1.60,,
March,3.40,3.43,0.49,1.98,0.87,0.43,1.02,1.32,2.05,1.19,,
April,2.63,1.56,2.20,0.49,0.71,1.16,0.21,0.91,1.90,0.56,,
May,2.28,2.24,1.31,3.19,3.27,0.11,1.15,2.63,0.56,1.81,,
June,1.11,1.68,1.71,4.04,2.56,2.02,0.79,3.85,0.81,2.12,,
July,1.28,0.44,3.83,1.91,0.39,4.39,3.10,1.69,3.11,2.41,,
August,3.83,3.50,1.71,3.19,1.19,3.57,3.70,3.06,1.77,2.99,,
September,2.16,3.78,2.04,1.90,1.37,2.96,2.49,3.62,0.41,2.39,,
October,0.73,2.77,3.07,2.24,3.45,1.94,1.59,2.52,2.48,6.89,,
November,6.26,3.03,1.27,3.67,1.33,0.55,2.50,2.03,2.66,3.70,,
December,1.81,2.44,0.66,2.06,2.24,2.79,1.62,2.89,3.37,2.34,,
Total,34.30,27.78,20.44,27.99,21.27,23.80,22.35,28.80,21.14,30.07,,
Calc annual,34.30,27.78,20.44,27.99,21.27,23.80,22.35,28.80,21.14,30.07,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
