"BALBY (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SE569010,Long,-1.143633,Lat,53.502625,,,,,,,
Station no,3111/5/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.64,1.84,0.32,1.27,1.49,3.12,1.07,2.27,2.09,4.19,,
February,2.33,0.41,1.43,1.93,1.65,0.95,1.80,3.07,0.09,1.79,,
March,2.44,1.55,0.63,1.36,2.30,0.53,0.97,1.88,0.65,1.30,,
April,0.67,0.77,1.88,0.24,0.63,2.12,0.13,0.28,2.53,0.60,,
May,4.05,1.68,1.57,2.85,2.33,0.08,0.84,1.78,0.56,1.65,,
June,0.80,1.67,1.48,1.52,2.46,4.11,1.84,4.10,1.31,0.52,,
July,1.21,1.30,2.69,1.77,0.64,3.54,3.62,5.42,1.55,2.07,,
August,4.79,1.01,1.99,5.39,0.14,5.95,5.76,2.19,0.41,3.56,,
September,1.22,2.29,1.22,1.35,0.75,1.88,3.73,1.59,,2.94,,
October,1.20,2.71,1.89,2.72,1.49,1.18,1.00,1.36,1.78,5.73,,
November,5.09,1.37,1.15,4.31,1.84,0.93,2.53,0.67,3.21,3.33,,
December,1.38,1.40,0.94,2.08,1.83,2.00,1.77,2.85,2.93,1.88,,
Total,26.82,18.00,17.19,26.79,17.55,26.39,25.06,27.46,17.11,29.56,,
Calc annual,26.82,18.00,17.19,26.79,17.55,26.39,25.06,27.46,17.11,29.56,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
