"HENLEY-ON-THAMES (HART STREET)",,,,,,,,,,,,
Grid ref,SU761825,Long,-0.904199,Lat,51.536284,,,,,,,
Station no,1075,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.67,1.80,0.92,,,,,,,,,
February,5.01,0.69,1.97,,,,,,,,,
March,4.00,2.23,0.51,,,,,,,,,
April,3.15,1.45,2.63,,,,,,,,,
May,2.42,2.81,1.83,,,,,,,,,
June,1.08,1.29,1.71,,,,,,,,,
July,0.94,0.38,3.56,,,,,,,,,
August,4.63,2.54,1.82,,,,,,,,,
September,3.21,2.80,2.24,,,,,,,,,
October,1.05,3.76,3.15,,,,,,,,,
November,6.25,2.97,1.18,,,,,,,,,
December,1.93,2.92,0.53,,,,,,,,,
Total,36.34,25.64,22.05,,,,,,,,,
Calc annual,36.34,25.64,22.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
