"BLAGDON (PUMPING STATION)",,,,,,,,,,,,
Grid ref,ST504604,Long,-2.713453,Lat,51.340511,,,,,,,
Station no,2034,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.91,3.96,0.73,2.39,4.13,4.89,3.45,2.94,4.23,3.85,,
February,5.55,0.64,2.04,3.81,2.42,0.17,3.51,4.66,0.26,2.90,,
March,4.20,4.11,0.76,3.68,1.28,1.22,2.67,1.13,3.72,2.82,,
April,4.50,2.08,4.74,0.64,1.38,1.37,0.06,1.16,2.92,2.25,,
May,2.71,4.25,1.99,2.96,4.29,0.84,1.63,3.37,1.21,1.14,,
June,0.74,3.59,2.13,4.76,3.46,2.39,2.21,3.10,1.52,3.22,,
July,1.81,0.86,4.88,3.81,0.22,2.36,3.92,2.93,2.77,6.97,,
August,6.48,6.47,4.05,2.71,0.56,3.41,4.28,4.57,1.28,4.21,,
September,2.72,4.07,3.46,6.24,2.70,4.36,4.80,6.13,0.21,4.45,,
October,1.28,4.96,2.36,4.27,1.37,1.54,3.82,4.00,3.41,9.02,,
November,9.05,4.55,2.30,7.35,4.65,0.82,3.72,2.41,5.33,5.92,,
December,3.17,2.79,0.98,3.41,4.58,4.17,3.49,4.34,8.07,4.93,,
Total,46.12,42.33,30.42,46.03,31.04,27.54,37.56,40.74,34.93,51.68,,
Calc annual,46.12,42.33,30.42,46.03,31.04,27.54,37.56,40.74,34.93,51.68,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
