"DALRY (BRADSHAW)",,,,,,,,,,,,
Grid ref,NS239539,Long,-4.807122,Lat,55.746353,,,,,,,
Station no,5249/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.95,7.80,3.20,6.75,3.70,4.10,5.65,6.50,2.40,5.20,,
February,2.85,2.30,2.75,5.80,4.00,2.00,4.10,5.65,1.95,4.75,,
March,4.00,4.95,0.80,3.75,1.85,3.50,6.10,2.45,4.00,2.70,,
April,1.95,2.50,2.75,2.25,5.55,1.95,2.85,1.95,3.30,5.95,,
May,3.15,2.85,3.35,4.00,4.30,2.30,3.25,4.35,1.80,3.30,,
June,2.15,3.60,1.85,5.25,5.30,3.55,2.76,4.30,3.80,4.05,,
July,4.85,3.75,5.45,4.70,1.20,7.90,7.50,6.25,6.15,7.25,,
August,5.30,6.30,4.80,8.40,1.70,7.40,4.90,6.35,1.15,5.65,,
September,5.60,3.55,7.00,7.30,5.40,6.35,3.45,4.80,2.15,4.55,,
October,1.35,6.80,5.45,11.20,3.80,3.25,7.45,4.80,6.95,4.10,,
November,8.20,3.95,7.35,8.50,4.15,2.40,2.80,2.75,5.30,7.50,,
December,8.15,5.65,5.40,5.35,8.35,6.60,5.49,6.85,8.65,6.20,,
Total,52.50,54.00,50.15,73.25,49.30,51.30,56.30,57.00,47.60,61.20,,
Calc annual,52.50,54.00,50.15,73.25,49.30,51.30,56.30,57.00,47.60,61.20,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
