"MANSFIELD (CARR BANK)",,,,,,,,,,,,
Grid ref,SK543618,Long,-1.189529,Lat,53.150579,,,,,,,
Station no,2624,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.85,1.80,0.57,1.75,1.94,3.80,1.66,2.64,3.33,4.81,,
February,3.67,0.37,1.52,2.30,2.19,0.72,2.73,3.54,0.18,2.66,,
March,4.28,2.00,1.39,2.36,2.99,0.67,1.91,1.81,1.60,2.08,,
April,1.34,1.77,2.64,0.36,1.07,2.05,0.17,0.77,3.28,0.98,,
May,3.20,2.38,2.20,3.30,3.52,0.40,0.84,2.37,0.90,1.27,,
June,0.77,1.73,2.01,3.09,3.28,4.15,1.44,5.03,0.95,1.21,,
July,0.72,0.64,2.59,1.79,1.14,3.00,3.05,4.87,1.74,2.98,,
August,4.82,2.22,1.35,4.12,0.82,6.66,3.83,2.56,0.68,2.89,,
September,1.72,1.98,1.23,2.98,0.80,2.76,4.51,2.51,0.07,4.07,,
October,0.76,3.66,2.18,3.15,1.67,1.01,1.20,2.31,1.95,6.03,,
November,7.02,2.51,1.49,5.50,2.24,1.02,1.74,0.81,3.24,4.06,,
December,2.29,1.98,0.84,2.13,2.20,3.34,1.89,3.80,4.21,3.19,,
Total,32.44,23.04,20.01,32.83,23.86,29.58,24.97,33.02,22.13,36.23,,
Calc annual,32.44,23.04,20.01,32.83,23.86,29.58,24.97,33.02,22.13,36.23,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,,
