"MELLOR",,,,,,,,,,,,
Grid ref,SJ985893,Long,-2.024025,Lat,53.400523,,,,,,,
Station no,2736/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.02,2.87,1.54,3.29,2.30,5.03,,,,,,
February,2.81,1.17,1.66,2.93,1.88,1.05,,,,,,
March,4.60,2.24,2.27,2.08,2.44,0.96,,,,,,
April,2.21,3.48,2.08,0.63,1.64,1.72,,,,,,
May,1.30,2.38,1.57,2.77,2.91,1.04,,,,,,
June,1.41,2.29,2.74,3.21,2.59,2.73,,,,,,
July,3.98,2.95,4.28,5.33,0.87,4.77,,,,,,
August,3.75,1.74,3.37,5.08,0.99,7.91,,,,,,
September,1.83,3.14,1.91,3.77,1.34,,,,,,,
October,0.93,3.35,1.83,6.01,1.90,,,,,,,
November,7.02,2.21,2.57,5.67,1.56,,,,,,,
December,4.12,2.81,1.37,3.93,3.45,,,,,,,
Total,36.98,30.63,27.19,44.70,23.87,,,,,,,
Calc annual,36.98,30.63,27.19,44.70,23.87,25.21,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
