"DEPTFORD TELEGRAPH HILL",,,,,,,,,,,,
Grid ref,TQ357761,Long,-0.047776,Lat,51.467606,,,,,,,
Station no,14,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.77,1.65,0.80,1.12,2.42,3.09,1.46,1.94,2.32,1.70,,
February,5.48,0.70,1.30,2.06,1.49,0.30,2.55,2.41,0.08,1.77,,
March,2.64,2.57,0.45,1.89,0.98,0.88,0.78,1.22,1.78,1.93,,
April,2.39,1.05,2.23,0.26,0.31,1.07,0.28,1.36,2.10,0.64,,
May,1.97,1.07,1.83,1.97,3.83,0.47,1.13,2.38,1.21,2.16,,
June,1.14,1.29,1.53,2.56,1.98,3.18,1.04,4.01,0.75,1.29,,
July,1.43,0.69,3.68,2.41,0.23,3.89,3.82,2.37,1.40,4.42,,
August,2.97,2.63,1.37,3.74,0.89,3.25,1.87,3.69,2.43,3.49,,
September,3.43,2.87,2.12,2.20,2.64,2.34,2.22,4.64,0.09,4.58,,
October,0.91,2.92,3.42,1.66,3.21,1.17,1.89,2.56,2.09,5.65,,
November,4.39,3.45,0.91,3.55,0.40,0.46,2.14,1.93,3.08,4.10,,
December,1.75,2.18,0.63,1.14,1.66,2.59,2.01,2.71,3.66,2.48,,
Total,31.27,23.07,20.27,24.56,20.04,22.69,21.19,31.22,20.99,34.21,,
Calc annual,31.27,23.07,20.27,24.56,20.04,22.69,21.19,31.22,20.99,34.21,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
