"BROADHEAD CLOUGH NO.63",,,,,,,,,,,,
Grid ref,SK169962,Long,-1.746924,Lat,53.462278,,,,,,,
Station no,2709,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.06,7.24,2.60,5.50,4.31,8.31,4.36,6.16,5.80,9.30,,
February,6.38,3.91,3.20,5.29,4.06,2.33,4.55,8.05,0.46,3.78,,
March,7.42,3.06,3.86,3.22,4.20,2.77,4.62,3.93,2.67,2.89,,
April,3.24,3.17,4.07,0.88,1.94,3.71,0.50,1.87,5.85,3.41,,
May,4.44,3.11,3.08,5.45,5.75,1.31,1.76,4.57,1.60,2.28,,
June,1.33,2.80,4.18,3.23,4.22,4.49,1.60,5.30,2.42,1.87,,
July,3.03,3.24,5.92,5.74,1.21,9.20,4.73,5.80,4.57,8.48,,
August,6.21,3.29,5.03,8.05,1.07,9.10,8.13,3.64,0.89,4.90,,
September,3.54,6.88,3.00,6.40,2.14,5.60,8.12,5.54,0.18,5.37,,
October,1.04,8.76,2.84,7.93,4.20,3.80,6.06,3.97,5.03,9.15,,
November,12.22,4.22,3.89,9.03,-999.00,3.09,3.72,1.39,7.84,7.75,,
December,10.10,5.31,2.65,10.00,7.77,6.96,7.57,6.41,9.65,5.65,,
Total,65.01,54.99,44.32,70.72,43.62,60.67,55.72,56.63,46.96,64.83,,
Calc annual,65.01,54.99,44.32,70.72,40.87,60.67,55.72,56.63,46.96,64.83,,
Difference,0.00,0.00,0.00,0.00,2.75,-0.00,0.00,0.00,0.00,0.00,,
