"SUTTON COLDFIELD (THE PARK)",,,,,,,,,,,,
Grid ref,SP116964,Long,-1.830301,Lat,52.565308,,,,,,,
Station no,2489,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.64,2.28,1.16,0.93,1.98,3.24,0.89,2.01,2.80,5.84,,
February,2.70,0.55,1.37,2.23,2.32,1.00,2.58,4.62,0.30,2.31,,
March,4.54,2.41,1.55,2.46,3.00,1.11,2.66,1.68,1.60,1.59,,
April,2.38,2.53,2.40,0.39,1.08,1.22,0.26,0.76,3.60,0.79,,
May,3.53,2.62,2.34,2.53,4.53,0.66,1.13,2.19,1.10,0.99,,
June,1.10,1.84,2.13,3.40,2.71,1.81,1.02,4.77,1.10,2.24,,
July,0.85,1.80,2.92,3.63,0.42,2.01,3.36,5.66,2.30,2.93,,
August,4.04,3.15,2.15,4.94,0.61,5.03,4.61,3.31,2.30,3.54,,
September,2.54,1.36,2.03,1.58,1.65,2.26,4.65,2.89,0.25,5.49,,
October,0.79,3.99,1.17,3.87,1.63,1.43,1.59,2.74,3.00,4.57,,
November,6.29,2.39,1.14,4.92,2.37,0.47,2.16,2.04,3.90,3.27,,
December,2.33,3.10,1.20,1.89,2.16,2.97,2.32,2.66,3.90,3.61,,
Total,33.73,28.02,21.56,32.77,24.46,23.21,27.23,35.33,26.15,37.17,,
Calc annual,33.73,28.02,21.56,32.77,24.46,23.21,27.23,35.33,26.15,37.17,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
