"CAMBERLEY (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SU863597,Long,-0.762720,Lat,51.329859,,,,,,,
Station no,246/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.32,1.82,0.67,1.04,3.01,3.60,1.56,2.44,2.41,2.91,,
February,5.91,0.71,1.24,2.47,1.30,0.27,2.93,2.60,0.11,2.47,,
March,4.01,2.48,0.39,1.98,0.94,0.51,1.28,1.66,2.65,1.40,,
April,2.92,1.40,1.99,0.23,0.23,1.14,0.34,1.11,1.88,0.63,,
May,2.68,2.28,1.89,2.50,3.28,0.32,1.23,2.11,0.59,1.59,,
June,1.23,1.51,1.53,3.71,2.31,2.24,0.74,3.11,0.90,1.72,,
July,1.63,0.63,3.07,2.29,0.52,3.62,3.53,1.49,3.51,2.54,,
August,4.39,3.02,1.51,2.78,1.30,3.07,1.96,3.62,1.52,3.49,,
September,3.17,3.60,1.80,2.26,1.55,3.08,3.02,4.16,0.06,3.24,,
October,0.62,2.96,3.25,2.01,3.63,3.09,1.77,2.48,2.55,6.58,,
November,6.47,2.93,1.29,4.81,2.63,0.55,2.84,2.64,2.84,3.72,,
December,2.01,2.42,0.63,2.43,2.52,3.33,2.46,2.41,3.96,2.96,,
Total,38.36,25.76,19.26,28.51,23.22,24.82,23.66,29.83,22.98,33.25,,
Calc annual,38.36,25.76,19.26,28.51,23.22,24.82,23.66,29.83,22.98,33.25,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
