"SIPSON (HOLLYCROFT)",,,,,,,,,,,,
Grid ref,TQ072777,Long,-0.457412,Lat,51.488098,,,,,,,
Station no,839,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.98,2.06,,,,,,,,,,
February,4.96,0.73,,,,,,,,,,
March,3.57,2.95,,,,,,,,,,
April,2.57,1.80,,,,,,,,,,
May,2.29,2.07,,,,,,,,,,
June,1.05,1.41,,,,,,,,,,
July,1.39,0.53,,,,,,,,,,
August,4.75,2.41,,,,,,,,,,
September,2.73,3.09,,,,,,,,,,
October,0.97,2.91,,,,,,,,,,
November,5.47,3.16,,,,,,,,,,
December,1.69,2.79,,,,,,,,,,
Total,34.42,25.91,,,,,,,,,,
Calc annual,34.42,25.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
