"BARROW-IN-FURNESS (SEWAGE WORKS) (+A) SANDGATE",,,,,,,,,,,,
Grid ref,SD215688,Long,-3.202194,Lat,54.109065,,,,,,,
Station no,3016,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.60,3.77,1.93,3.19,2.16,4.04,3.61,3.87,3.15,6.38,,
February,3.50,1.16,1.34,3.86,2.08,0.59,3.41,6.81,0.59,3.35,,
March,4.48,2.47,0.41,2.53,1.96,0.84,2.58,1.58,2.14,1.46,,
April,1.20,2.75,2.86,0.84,2.32,1.40,0.47,1.12,3.27,2.43,,
May,1.73,2.30,2.58,2.74,2.39,1.55,3.24,4.04,2.56,2.36,,
June,0.82,2.59,1.40,3.03,3.24,2.18,1.91,4.43,4.48,1.40,,
July,2.62,1.76,3.22,4.27,2.32,5.02,3.08,2.57,2.18,4.72,,
August,4.53,5.12,4.05,4.88,2.11,8.91,3.62,5.23,0.29,3.80,,
September,3.77,3.60,4.69,6.49,3.37,3.12,7.69,4.91,0.85,4.19,,
October,0.96,3.46,2.28,7.80,3.20,3.32,6.16,3.75,4.90,3.90,,
November,8.34,2.02,5.99,9.14,1.90,1.55,1.81,1.89,5.57,7.06,,
December,7.51,4.66,2.20,4.03,4.51,4.35,4.83,5.10,7.30,3.92,,
Total,44.06,35.66,32.95,52.80,31.56,36.87,42.41,45.30,37.28,44.97,,
Calc annual,44.06,35.66,32.95,52.80,31.56,36.87,42.41,45.30,37.28,44.97,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,,
