"LINCOLN (PYEWIPE PUMPING STATION)",,,,,,,,,,,,
Grid ref,SK953719,Long,-0.573626,Lat,53.235591,,,,,,,
Station no,2557/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.19,1.38,0.95,,,,,,,,,
February,2.97,0.38,1.48,,,,,,,,,
March,3.14,2.46,0.88,,,,,,,,,
April,1.09,1.12,1.96,,,,,,,,,
May,3.27,1.39,2.82,,,,,,,,,
June,0.99,1.81,2.08,,,,,,,,,
July,0.90,0.52,2.01,,,,,,,,,
August,5.08,2.18,1.54,,,,,,,,,
September,0.81,1.84,1.31,,,,,,,,,
October,1.56,2.45,2.00,,,,,,,,,
November,4.78,1.85,1.44,,,,,,,,,
December,1.39,1.63,1.07,,,,,,,,,
Total,28.17,19.01,19.54,,,,,,,,,
Calc annual,28.17,19.01,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
