"HORNCHURCH MARSHES (RIVERSIDE SEW. WORKS)",,,,,,,,,,,,
Grid ref,TQ516823,Long,0.183621,Lat,51.519280,,,,,,,
Station no,1248,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.02,1.43,0.90,1.08,1.87,3.07,0.94,1.25,1.70,1.41,,
February,5.53,0.80,1.49,2.06,1.42,0.23,2.51,1.86,0.06,1.26,,
March,2.33,2.30,0.40,1.59,0.95,0.99,0.88,0.90,1.40,0.74,,
April,2.91,0.84,2.34,0.28,0.31,1.05,0.22,1.67,1.54,0.30,,
May,2.00,1.33,1.18,1.93,4.04,0.45,0.97,2.07,1.01,1.80,,
June,0.62,1.49,1.77,2.86,1.91,1.55,0.94,5.06,0.34,1.98,,
July,1.70,0.66,3.33,2.68,0.07,3.21,3.60,1.66,0.93,2.13,,
August,2.42,2.27,1.62,2.77,1.44,4.08,1.35,3.64,1.15,4.44,,
September,2.74,2.73,2.01,1.88,2.68,2.04,1.89,5.34,0.08,3.91,,
October,0.76,2.22,3.38,1.42,3.67,1.17,1.57,2.12,1.95,4.94,,
November,3.71,3.69,0.68,3.15,0.50,0.77,2.36,1.71,2.71,2.99,,
December,1.73,1.75,0.79,1.30,1.58,2.65,1.26,2.54,3.04,2.13,,
Total,28.47,21.51,19.89,23.00,20.44,21.26,18.49,29.82,15.91,28.03,,
Calc annual,28.47,21.51,19.89,23.00,20.44,21.26,18.49,29.82,15.91,28.03,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
