"CIRENCESTER (SHORNCOTE S.WKS.)",,,,,,,,,,,,
Grid ref,SU034971,Long,-1.952231,Lat,51.672662,,,,,,,
Station no,2197/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,2.46,3.76,2.43,2.84,4.01,4.06,,
February,,,,,1.41,0.20,4.06,4.10,0.07,2.43,,
March,,,,,1.60,0.52,2.62,1.13,2.87,1.35,,
April,,,,0.48,0.93,2.73,0.36,0.83,2.81,1.01,,
May,,,,1.71,4.86,0.65,1.62,2.00,0.70,1.80,,
June,,,,4.79,3.38,1.63,1.01,3.27,2.13,2.57,,
July,,,,1.99,0.18,2.84,3.42,2.18,2.20,3.58,,
August,,,,2.20,0.72,4.49,3.63,2.42,3.06,2.57,,
September,,,,3.53,1.00,3.41,4.09,4.53,0.12,4.16,,
October,,,,3.20,1.54,1.21,2.07,2.11,1.76,5.32,,
November,,,,5.68,2.75,0.62,1.69,2.84,2.56,5.01,,
December,,,,2.44,3.72,3.31,2.07,3.18,5.74,3.85,,
Total,,,,,24.55,25.36,29.07,31.43,28.03,37.71,,
Calc annual,0.00,0.00,0.00,26.02,24.55,25.37,29.07,31.43,28.03,37.71,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.01,0.00,-0.00,0.00,0.00,,
