"ARDINGLY (SHELL BROOK WW)",,,,,,,,,,,,
Grid ref,TQ334284,Long,-0.098635,Lat,51.039480,,,,,,,
Station no,518/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,1.47,3.67,4.99,2.69,4.04,3.31,3.39,,
February,,,,2.64,1.84,0.45,5.04,2.48,0.02,2.64,,
March,,,,3.64,1.26,1.07,1.52,1.89,1.94,2.36,,
April,,,,0.42,0.35,1.69,0.13,1.18,2.56,0.88,,
May,,,,1.88,4.76,0.45,1.42,2.75,0.43,1.55,,
June,,,,4.05,2.07,2.92,1.44,4.73,1.23,1.75,,
July,,,,3.97,1.34,3.48,3.78,2.36,1.62,3.71,,
August,,,2.26,3.30,0.66,3.71,2.81,4.60,1.28,4.75,,
September,,,5.01,3.09,2.64,4.42,3.98,5.07,0.13,3.62,,
October,,,3.90,2.72,4.49,2.05,1.68,3.59,3.83,7.71,,
November,,,1.51,6.19,1.68,0.98,4.49,2.35,3.91,6.49,,
December,,,0.93,2.52,3.68,4.84,2.58,5.17,7.58,3.86,,
Total,,,,35.89,28.44,31.05,31.56,40.21,27.84,42.71,,
Calc annual,0.00,0.00,13.61,35.89,28.44,31.05,31.56,40.21,27.84,42.71,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
