"WEST WICKHAM (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ379646,Long,-0.020593,Lat,51.363733,,,,,,,
Station no,390/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.90,2.18,1.10,1.47,2.99,3.96,1.48,2.39,2.81,2.17,,
February,7.16,1.04,1.83,2.26,1.78,0.29,3.07,2.26,0.07,2.11,,
March,2.93,2.74,0.38,2.13,1.12,1.18,0.83,1.42,1.88,1.67,,
April,2.80,0.94,2.50,0.24,0.25,1.12,0.22,1.36,2.30,0.54,,
May,2.17,1.10,1.47,2.11,3.89,0.41,1.18,1.99,1.08,2.09,,
June,0.98,1.51,1.65,4.50,1.91,4.29,1.00,4.58,1.04,1.34,,
July,2.29,0.82,3.90,2.56,0.04,5.28,4.13,2.20,1.03,4.01,,
August,3.25,3.35,1.53,3.00,1.49,2.72,2.58,2.75,0.77,2.69,,
September,2.37,3.29,2.64,2.19,2.07,2.48,2.89,5.58,0.19,3.77,,
October,1.08,2.88,4.29,1.76,3.87,1.50,1.73,3.24,2.34,6.28,,
November,5.77,3.77,1.30,5.46,0.87,0.74,3.04,1.62,2.87,4.85,,
December,2.48,2.49,0.82,1.74,2.20,3.17,2.10,3.02,4.70,3.72,,
Total,36.18,26.11,23.41,29.42,22.48,27.14,24.25,32.41,21.08,35.24,,
Calc annual,36.18,26.11,23.41,29.42,22.48,27.14,24.25,32.41,21.08,35.24,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
