"LOCHRANZA",,,,,,,,,,,,
Grid ref,NR936508,Long,-5.286683,Lat,55.706579,,,,,,,
Station no,5387/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,2.15,4.83,,
February,,,,,,,,,1.81,6.36,,
March,,,,,,,,,5.13,3.23,,
April,,,,,,,,,3.81,5.18,,
May,,,,,,,,,1.86,3.06,,
June,,,,,,,,,3.18,1.91,,
July,,,,,,,,,6.00,4.07,,
August,,,,,,,,,1.55,3.59,,
September,,,,,,,,,1.82,3.55,,
October,,,,,,,,,6.51,7.33,,
November,,,,,,,,,8.08,9.87,,
December,,,,,,,,,13.39,,,
Total,,,,,,,,,55.29,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.29,52.98,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,,
