"GRANGE (MUIRYFOLD)",,,,,,,,,,,,
Grid ref,NJ486522,Long,-2.860638,Lat,57.556960,,,,,,,
Station no,5664/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,3.81,2.10,2.84,6.01,,,
February,,,,,,2.21,2.32,4.06,0.52,,,
March,,,,,,0.89,2.80,1.90,,,,
April,,,,,,1.86,1.43,1.70,,,,
May,,,,,,0.77,2.29,2.34,,,,
June,,,,,,3.55,3.35,2.08,,,,
July,,,,,,5.75,5.62,7.89,,,,
August,,,,,,4.78,5.63,3.75,,,,
September,,,,,,2.42,3.55,2.26,,,,
October,,,,,,2.97,1.90,2.39,,,,
November,,,,,,2.17,3.36,1.27,,,,
December,,,,,,2.52,4.20,3.35,,,,
Total,,,,,,33.70,38.55,35.83,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,33.70,38.55,35.83,6.53,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,NaN,NaN,,
