"KILSYTH (INNSBRIDGE)",,,,,,,,,,,,
Grid ref,NS727786,Long,-4.041923,Lat,55.983437,,,,,,,
Station no,5381,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.29,5.10,2.88,6.31,3.53,,,,,,,
February,3.46,1.96,2.68,4.74,2.92,,,,,,,
March,5.36,3.98,1.45,3.46,2.42,,,,,,,
April,2.52,1.97,3.02,2.66,2.67,,,,,,,
May,2.38,2.02,2.87,4.77,4.33,,,,,,,
June,3.49,4.38,2.26,4.70,2.06,,,,,,,
July,6.48,3.08,7.01,2.94,1.61,,,,,,,
August,5.38,5.58,3.57,6.60,1.54,,,,,,,
September,3.86,3.93,5.13,7.53,4.41,,,,,,,
October,1.47,3.70,3.35,11.92,4.70,,,,,,,
November,7.08,2.65,7.98,7.69,2.45,,,,,,,
December,7.11,5.36,5.75,8.05,8.15,,,,,,,
Total,55.88,43.71,47.95,71.37,40.79,,,,,,,
Calc annual,55.88,43.71,47.95,71.37,40.79,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
