"UFFCULME (COUNTY SEC. SCHOOL)",,,,,,,,,,,,
Grid ref,ST064129,Long,-3.332635,Lat,50.907955,,,,,,,
Station no,1791/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,2.71,3.48,5.35,,,
February,,,,,,0.40,5.56,4.00,0.26,,,
March,,,,,,1.27,2.82,0.92,4.05,,,
April,,,,,,1.26,0.06,0.90,3.12,,,
May,,,,,,0.43,1.81,2.95,1.07,,,
June,,,,,,1.58,3.88,2.40,1.49,,,
July,,,,,,2.10,3.18,2.19,,,,
August,,,,,,3.10,2.17,3.32,,,,
September,,,,,,5.86,3.97,4.89,,,,
October,,,,,,2.12,2.55,3.28,,,,
November,,,,,,0.97,2.25,2.79,,,,
December,,,,,,4.42,3.47,3.87,,,,
Total,,,,,,,34.43,34.99,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,23.51,34.43,34.99,15.34,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,,
