"LEATHERHEAD (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ148578,Long,-0.354429,Lat,51.307749,,,,,,,
Station no,133/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.51,2.07,1.03,1.29,3.20,4.31,1.49,2.06,2.11,2.05,,
February,7.14,0.83,1.19,1.68,1.80,0.50,3.53,1.89,0.03,1.79,,
March,3.52,2.59,0.39,2.06,1.35,0.47,1.10,1.36,2.36,1.48,,
April,2.67,1.84,2.43,0.27,0.17,1.23,0.33,0.78,2.02,0.62,,
May,2.28,1.91,1.62,2.06,3.83,0.20,1.47,2.52,0.61,2.18,,
June,0.94,1.34,1.47,3.71,2.23,2.25,1.44,3.59,0.53,1.50,,
July,1.68,0.69,3.05,2.63,1.09,4.29,2.61,1.62,2.01,2.09,,
August,3.23,3.99,1.43,3.02,0.90,3.70,3.37,2.78,1.29,2.79,,
September,3.41,3.51,2.63,2.34,1.55,2.05,3.01,3.70,0.06,2.61,,
October,0.83,3.60,3.21,2.25,3.30,1.12,1.60,2.87,2.50,5.33,,
November,6.87,3.16,1.40,4.99,1.01,0.64,3.06,1.63,3.53,3.68,,
December,2.79,2.25,0.78,2.38,2.18,3.65,2.36,2.84,4.18,1.99,,
Total,38.87,27.78,20.63,28.68,22.61,24.41,25.37,27.64,21.23,28.11,,
Calc annual,38.87,27.78,20.63,28.68,22.61,24.41,25.37,27.64,21.23,28.11,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
