"MAYBOLE (OTTERDEN) OLD SITE",,,,,,,,,,,,
Grid ref,NS308146,Long,-4.673246,Lat,55.396079,,,,,,,
Station no,5261,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.87,6.07,2.81,4.43,3.31,3.47,4.54,3.95,1.43,4.47,,
February,3.77,1.95,1.69,3.40,2.02,0.81,2.45,3.43,2.18,3.88,,
March,3.23,1.41,0.74,2.81,1.66,1.80,4.15,1.03,2.64,1.92,,
April,2.43,1.55,1.80,1.17,2.75,1.47,2.47,1.72,2.19,2.59,,
May,1.63,1.52,2.00,1.76,3.43,2.37,1.81,2.97,1.52,1.79,,
June,1.84,3.10,0.83,5.11,3.33,2.52,2.22,3.07,3.29,2.16,,
July,3.56,3.51,6.25,5.35,1.92,5.00,4.52,5.41,4.30,3.26,,
August,4.56,6.38,3.49,4.51,1.86,6.27,4.55,5.54,1.02,3.94,,
September,2.54,2.92,4.98,6.14,4.05,3.81,4.15,3.09,2.15,3.21,,
October,1.80,3.97,3.02,9.39,2.50,3.53,4.83,3.57,5.13,1.97,,
November,6.30,2.80,6.69,6.17,2.32,2.11,2.18,2.28,4.32,6.19,,
December,7.35,4.35,4.18,6.03,6.14,4.63,4.04,4.06,5.43,5.16,,
Total,42.88,39.53,38.48,56.27,34.29,37.79,41.91,40.12,35.60,40.54,,
Calc annual,42.88,39.53,38.48,56.27,35.29,37.79,41.91,40.12,35.60,40.54,,
Difference,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,-0.00,0.00,-0.00,,
