"HEATHFIELD (CROSS-IN-HAND)",,,,,,,,,,,,
Grid ref,TQ564202,Long,0.225649,Lat,50.960005,,,,,,,
Station no,550/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.34,3.26,1.45,2.06,4.76,5.69,3.35,4.41,3.32,3.14,,
February,7.00,1.26,1.46,3.13,2.09,0.62,5.30,3.29,0.08,2.94,,
March,4.57,3.47,0.27,3.89,1.54,0.77,1.78,1.91,2.07,2.75,,
April,2.70,2.16,2.62,0.57,0.36,1.76,0.19,1.45,2.56,1.11,,
May,2.56,1.35,1.81,2.07,5.15,0.56,1.37,2.81,0.64,1.41,,
June,1.64,1.01,2.07,3.58,2.07,3.19,1.14,4.56,0.64,2.39,,
July,2.65,0.83,5.57,4.61,1.92,4.13,4.61,3.35,2.06,4.56,,
August,6.47,3.79,2.63,3.52,1.19,3.34,3.31,5.02,1.09,6.18,,
September,3.90,4.24,4.85,3.14,2.47,3.40,4.34,4.24,0.17,2.99,,
October,2.53,4.67,3.51,4.74,5.27,1.74,2.02,4.71,3.44,10.12,,
November,7.13,5.51,2.10,7.09,1.77,1.02,3.00,2.42,5.55,7.87,,
December,3.45,3.91,0.95,2.56,3.86,5.11,2.88,4.79,8.61,4.34,,
Total,48.94,35.46,29.29,40.96,32.45,31.33,33.29,42.96,30.23,49.80,,
Calc annual,48.94,35.46,29.29,40.96,32.45,31.33,33.29,42.96,30.23,49.80,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
