"OSWESTRY (CROSS STREET)",,,,,,,,,,,,
Grid ref,SJ291296,Long,-3.054474,Lat,52.859200,,,,,,,
Station no,2311/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.98,,,,,,,,,,,
February,3.14,,,,,,,,,,,
March,4.64,,,,,,,,,,,
April,2.09,,,,,,,,,,,
May,3.19,,,,,,,,,,,
June,1.12,,,,,,,,,,,
July,1.51,,,,,,,,,,,
August,5.21,,,,,,,,,,,
September,2.65,,,,,,,,,,,
October,1.29,,,,,,,,,,,
November,4.26,,,,,,,,,,,
December,4.50,,,,,,,,,,,
Total,39.58,,,,,,,,,,,
Calc annual,36.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,3.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
