"LEICESTER (LONDON ROAD)",,,,,,,,,,,,
Grid ref,SK609018,Long,-1.102062,Lat,52.610573,,,,,,,
Station no,2500/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.59,2.55,0.82,,,,,,,,,
February,2.95,0.87,1.46,,,,,,,,,
March,3.75,2.55,1.74,,,,,,,,,
April,2.38,2.17,2.18,,,,,,,,,
May,3.16,4.52,1.80,,,,,,,,,
June,1.32,1.84,2.80,,,,,,,,,
July,1.24,0.19,2.29,,,,,,,,,
August,4.31,2.53,2.41,,,,,,,,,
September,1.66,1.18,1.20,,,,,,,,,
October,0.62,2.74,2.67,,,,,,,,,
November,5.07,2.14,1.40,,,,,,,,,
December,1.91,2.79,0.76,,,,,,,,,
Total,30.96,26.07,21.53,,,,,,,,,
Calc annual,30.96,26.07,21.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
