"FERNILEE (UPPER HALL)",,,,,,,,,,,,
Grid ref,SK017771,Long,-1.975958,Lat,53.290861,,,,,,,
Station no,2643/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.95,6.05,2.42,4.25,3.35,7.68,2.76,5.40,4.83,7.46,,
February,5.65,2.86,2.47,3.72,2.46,1.35,3.78,7.76,0.66,3.20,,
March,7.47,3.11,3.23,3.38,3.41,1.76,3.98,2.38,2.23,1.79,,
April,3.48,4.29,4.17,0.83,2.61,2.13,0.41,1.81,3.08,2.12,,
May,2.27,2.72,2.29,3.49,4.64,1.26,2.32,4.88,0.91,1.98,,
June,2.31,3.07,4.37,3.67,3.64,3.45,2.03,6.87,1.86,2.05,,
July,2.84,4.17,5.64,6.60,2.12,6.02,6.29,6.02,3.58,7.40,,
August,5.52,2.98,5.61,5.13,0.70,10.25,6.88,4.39,1.02,4.43,,
September,2.56,4.41,2.93,4.91,2.69,3.82,10.37,5.30,0.22,3.88,,
October,1.32,4.93,2.25,8.05,3.14,3.10,4.13,4.53,3.98,5.55,,
November,11.14,3.23,2.87,7.73,2.71,1.74,2.49,2.00,5.14,5.69,,
December,6.18,4.23,2.23,7.36,5.03,6.35,6.34,4.79,8.14,4.50,,
Total,55.69,46.05,40.48,59.12,36.50,48.91,51.78,56.13,35.65,50.05,,
Calc annual,55.69,46.05,40.48,59.12,36.50,48.91,51.78,56.13,35.65,50.05,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
