"GREAT HARWOOD (PARSONAGE RES.)",,,,,,,,,,,,
Grid ref,SD699321,Long,-2.458305,Lat,53.784346,,,,,,,
Station no,2964,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.16,4.24,1.65,4.90,2.15,3.35,2.99,2.90,2.42,5.36,,
February,3.06,1.39,0.99,2.09,1.24,0.80,2.51,6.26,0.40,2.34,,
March,4.87,1.59,1.61,2.14,1.52,1.25,2.97,1.21,1.38,0.92,,
April,2.21,3.36,2.84,1.10,2.62,2.33,0.51,1.16,2.28,2.30,,
May,1.11,2.46,2.49,2.44,3.74,1.88,1.88,4.80,1.32,1.68,,
June,1.43,3.71,2.22,3.28,3.20,2.93,2.15,4.19,3.59,1.02,,
July,4.54,3.19,5.90,6.62,1.08,5.13,5.45,3.64,4.62,8.99,,
August,5.29,6.61,4.99,6.02,1.14,11.47,5.71,4.42,0.51,5.87,,
September,3.10,4.57,4.69,5.70,3.95,3.43,6.69,4.48,0.45,3.11,,
October,1.10,3.29,2.12,7.91,2.62,2.64,6.81,4.29,5.35,3.22,,
November,8.72,2.40,5.16,5.78,2.09,1.81,1.59,1.92,4.60,7.54,,
December,10.30,4.04,2.05,5.43,4.65,4.34,5.11,3.38,6.89,4.64,,
Total,49.89,40.85,36.71,53.41,30.00,41.36,44.37,42.65,33.81,46.99,,
Calc annual,49.89,40.85,36.71,53.41,30.00,41.36,44.37,42.65,33.81,46.99,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
