"WIMBORNE (WALSFORD BRIDGE P.S.)",,,,,,,,,,,,
Grid ref,SU006009,Long,-1.992852,Lat,50.807654,,,,,,,
Station no,1612,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.39,2.32,0.87,2.10,4.05,5.49,2.83,4.68,4.15,3.93,,
February,5.89,0.61,1.68,3.13,2.39,0.31,3.90,3.19,0.26,3.03,,
March,4.08,3.23,0.55,4.47,1.35,1.06,3.13,1.82,3.85,2.05,,
April,2.75,1.89,2.51,0.12,0.47,1.95,0.21,0.62,3.16,1.81,,
May,2.53,2.32,2.57,1.99,4.14,0.56,2.43,2.59,1.36,2.23,,
June,0.38,0.81,2.32,3.03,2.51,2.05,1.95,4.68,1.39,2.86,,
July,1.21,0.85,3.57,2.69,1.93,2.14,3.32,2.00,1.81,3.39,,
August,4.81,3.26,1.61,3.00,0.47,3.89,3.23,3.16,2.10,4.98,,
September,3.97,4.28,3.51,2.88,1.26,4.66,3.02,4.02,0.17,7.25,,
October,1.20,4.66,4.30,3.30,3.92,2.14,2.70,3.85,2.73,11.07,,
November,9.61,3.97,1.78,6.43,3.41,0.85,2.43,2.55,3.92,6.43,,
December,2.65,2.47,0.78,3.59,6.02,5.86,2.79,3.92,7.67,3.38,,
Total,42.47,30.67,26.05,36.73,31.92,30.96,31.94,37.08,32.57,52.41,,
Calc annual,42.47,30.67,26.05,36.73,31.92,30.96,31.94,37.08,32.57,52.41,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
