"WILLENHALL (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SO978985,Long,-2.033902,Lat,52.584303,,,,,,,
Station no,2332/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.74,2.23,0.66,1.26,1.71,2.21,1.13,1.45,1.60,3.67,,
February,1.64,0.39,1.00,1.78,1.40,0.40,2.22,2.72,0.16,1.34,,
March,3.80,1.66,1.10,1.53,2.31,0.49,1.86,1.14,1.45,1.37,,
April,1.74,1.85,1.99,0.49,1.04,1.03,0.14,0.59,2.23,0.65,,
May,2.23,2.49,1.45,2.29,3.46,0.43,1.19,2.10,0.69,0.91,,
June,0.74,2.36,2.16,2.57,2.13,1.55,1.11,3.20,0.73,1.77,,
July,0.40,1.35,2.73,3.21,0.62,2.32,2.77,4.13,1.69,1.98,,
August,4.14,2.99,2.07,4.62,1.02,3.38,3.15,1.70,1.81,2.10,,
September,2.13,1.10,2.34,2.14,2.19,1.73,2.88,3.74,0.10,3.37,,
October,0.89,3.52,1.87,2.91,1.16,1.13,0.90,1.38,1.51,2.41,,
November,4.44,2.32,2.07,4.09,2.22,0.82,1.57,1.04,1.65,1.85,,
December,1.74,3.00,0.97,2.01,1.39,2.72,1.32,1.66,1.98,1.39,,
Total,25.63,25.26,20.41,28.90,20.65,18.21,20.24,24.85,15.60,22.81,,
Calc annual,25.63,25.26,20.41,28.90,20.65,18.21,20.24,24.85,15.60,22.81,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
