"CILCAIN (NO. 2 RESERVOIR)",,,,,,,,,,,,
Grid ref,SJ163645,Long,-3.253599,Lat,53.171006,,,,,,,
Station no,4274/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.43,3.74,1.31,2.62,2.33,3.65,1.98,3.67,5.28,6.83,,
February,3.18,1.03,1.98,2.88,3.15,0.60,2.55,5.50,1.01,3.01,,
March,6.14,0.68,0.91,1.92,2.06,2.09,1.42,1.74,1.76,1.91,,
April,2.11,1.90,3.38,0.99,1.70,2.32,0.47,1.01,4.99,1.70,,
May,3.55,2.84,3.06,4.12,4.14,0.86,1.71,2.48,2.29,2.15,,
June,2.01,1.77,2.48,3.96,3.26,2.52,1.70,6.35,2.78,1.49,,
July,1.99,2.06,3.05,4.58,0.39,4.83,5.17,4.16,3.60,3.12,,
August,3.83,2.03,2.67,5.53,1.48,8.85,5.89,3.45,1.30,4.37,,
September,2.55,4.32,3.36,2.52,2.72,3.03,8.19,5.08,0.21,5.39,,
October,1.28,4.81,1.60,5.14,2.34,2.78,2.66,2.83,3.92,5.66,,
November,7.58,3.12,2.19,6.70,1.92,1.27,2.66,2.09,4.95,6.55,,
December,3.71,5.25,1.66,3.24,3.22,2.71,2.67,2.79,5.19,3.75,,
Total,40.36,33.55,27.65,44.20,28.71,35.51,37.07,41.15,37.28,45.93,,
Calc annual,40.36,33.55,27.65,44.20,28.71,35.51,37.07,41.15,37.28,45.93,,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
