"DALRY (BRADSHAW)",,,,,,,,,,,,
Grid ref,NS239539,Long,-4.807122,Lat,55.746353,,,,,,,
Station no,5249/7/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,-999.00,,,,,5.20,,
February,,,,,-999.00,,,,,4.75,,
March,,,,,-999.00,,,,,2.70,,
April,,,,,,,,,,5.95,,
May,,,,,,,,,,3.30,,
June,,,,,,,,,,4.05,,
July,,,,,,,,,,7.25,,
August,,,,,,,,,,5.65,,
September,,,,,,,,,,4.55,,
October,,,,,,,,,,4.10,,
November,,,,,,,,,,7.50,,
December,,,,,,,,,,6.20,,
Total,,,,,,,,,,61.20,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.20,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
