"WILLESDEN RESERVIOR",,,,,,,,,,,,
Grid ref,TQ226842,Long,-0.233457,Lat,51.543389,,,,,,,
Station no,852,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.01,1.72,1.02,1.05,2.73,4.17,1.35,2.54,2.10,1.69,,
February,5.39,1.03,1.41,2.18,1.60,0.43,2.97,2.52,0.09,2.69,,
March,3.63,3.04,0.43,2.34,1.07,1.01,1.10,1.33,1.78,2.09,,
April,2.65,1.23,2.51,0.25,0.50,1.19,0.29,1.78,2.43,0.66,,
May,2.66,1.52,1.60,2.81,4.84,0.35,1.24,2.43,0.79,1.97,,
June,1.16,1.54,1.97,3.46,1.91,2.02,0.73,5.33,1.22,1.56,,
July,1.47,0.60,3.84,2.84,0.15,4.64,3.53,1.98,1.41,3.00,,
August,4.25,4.49,1.97,4.21,0.90,3.93,1.97,2.81,2.83,2.98,,
September,3.43,3.10,2.37,2.15,1.98,2.24,2.71,4.01,0.08,4.00,,
October,1.15,3.12,3.27,2.20,3.70,2.77,2.08,2.73,1.99,5.90,,
November,5.83,4.01,1.24,3.70,0.96,0.44,2.57,2.63,2.54,4.13,,
December,1.36,2.18,0.55,1.86,2.04,2.97,2.13,3.03,3.72,2.33,,
Total,35.99,27.58,22.18,29.05,22.38,26.16,22.67,33.12,20.98,33.00,,
Calc annual,35.99,27.58,22.18,29.05,22.38,26.16,22.67,33.12,20.98,33.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
