"SOUTHPORT (MARSHSIDE)",,,,,,,,,,,,
Grid ref,SD349183,Long,-2.986526,Lat,53.657121,,,,,,,
Station no,3012/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.92,2.90,1.22,2.30,,,,,,,,
February,2.42,0.69,0.84,2.82,,,,,,,,
March,4.70,1.70,0.65,2.23,,,,,,,,
April,1.34,2.58,1.92,1.02,,,,,,,,
May,3.22,2.67,1.96,2.36,,,,,,,,
June,0.76,2.17,1.64,3.09,,,,,,,,
July,1.76,1.26,2.66,3.54,,,,,,,,
August,3.73,3.34,3.79,3.93,,,,,,,,
September,3.29,3.45,4.29,3.71,,,,,,,,
October,1.59,3.19,1.83,6.46,,,,,,,,
November,7.30,2.14,3.81,5.87,,,,,,,,
December,5.94,2.88,1.43,3.14,,,,,,,,
Total,38.97,28.97,26.04,40.47,,,,,,,,
Calc annual,38.97,28.97,26.04,40.47,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
