"KIRKBY MOORSIDE (RAVENSWYKE)",,,,,,,,,,,,
Grid ref,SE706873,Long,-0.917268,Lat,54.276480,,,,,,,
Station no,3464,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.04,2.31,0.90,1.68,1.71,5.39,1.89,2.69,2.89,3.98,,
February,2.51,0.89,2.67,2.48,3.24,2.70,2.59,4.22,0.53,2.77,,
March,3.19,2.33,0.10,2.32,2.17,1.23,1.78,3.38,1.29,1.09,,
April,1.69,1.41,2.79,0.18,0.98,1.19,0.55,1.18,3.40,0.81,,
May,3.12,1.37,1.77,2.81,3.20,0.65,1.21,3.45,0.56,1.80,,
June,1.63,1.96,2.53,2.15,1.40,5.61,2.22,3.41,2.24,0.50,,
July,1.52,1.58,2.52,2.36,1.05,4.54,3.33,2.60,2.47,4.60,,
August,5.62,2.22,3.96,5.55,0.65,7.44,3.77,2.57,0.44,2.68,,
September,1.54,3.98,1.90,2.87,1.52,3.08,3.55,2.40,0.40,2.34,,
October,1.45,3.20,1.99,5.03,1.86,2.04,3.02,2.17,1.86,7.33,,
November,5.32,3.51,2.71,4.98,2.46,1.76,2.20,0.81,4.10,4.05,,
December,3.60,2.68,1.19,2.25,3.84,2.62,2.53,3.38,4.50,3.11,,
Total,33.23,27.44,25.03,34.66,24.08,38.25,28.64,32.26,24.68,35.06,,
Calc annual,33.23,27.44,25.03,34.66,24.08,38.25,28.64,32.26,24.68,35.06,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
