"STONEHOUSE (SANATORIUM)",,,,,,,,,,,,
Grid ref,NS747460,Long,-3.994839,Lat,55.691234,,,,,,,
Station no,5197,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.86,5.28,,,,,,,,,,
February,3.13,1.53,,,,,,,,,,
March,3.08,1.74,,,,,,,,,,
April,3.05,2.53,,,,,,,,,,
May,1.63,1.90,,,,,,,,,,
June,1.60,2.90,,,,,,,,,,
July,2.37,2.86,,,,,,,,,,
August,5.34,4.56,,,,,,,,,,
September,2.87,2.83,,,,,,,,,,
October,1.44,3.28,,,,,,,,,,
November,6.31,2.55,,,,,,,,,,
December,6.87,3.60,,,,,,,,,,
Total,42.55,35.56,,,,,,,,,,
Calc annual,42.55,35.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
