"BLANTYRE (LIVINGSTONE MEMORIAL)",,,,,,,,,,,,
Grid ref,NS687578,Long,-4.095892,Lat,55.795600,,,,,,,
Station no,5203/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.88,4.88,,,,,,,,,,
February,2.87,1.35,,,,,,,,,,
March,2.60,2.68,,,,,,,,,,
April,2.72,2.49,,,,,,,,,,
May,1.69,,,,,,,,,,,
June,2.53,,,,,,,,,,,
July,2.95,,,,,,,,,,,
August,5.43,,,,,,,,,,,
September,2.98,,,,,,,,,,,
October,0.99,,,,,,,,,,,
November,6.05,,,,,,,,,,,
December,6.10,,,,,,,,,,,
Total,40.79,,,,,,,,,,,
Calc annual,40.79,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
