"PUTTENHAM (BERTHORPE)",,,,,,,,,,,,
Grid ref,SU944473,Long,-0.649765,Lat,51.217106,,,,,,,
Station no,201,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.00,2.08,1.56,,3.15,,1.56,2.81,2.34,2.93,,
February,6.19,0.73,1.42,2.41,1.76,0.16,3.26,2.06,0.02,2.67,,
March,4.32,3.11,0.57,,1.07,0.55,1.29,1.92,1.22,1.61,,
April,2.74,1.60,2.24,0.40,,0.86,0.23,0.80,1.43,0.82,,
May,2.79,2.37,2.49,2.90,,0.05,1.01,2.33,0.45,1.49,,
June,1.10,1.12,1.23,,,2.25,1.05,2.64,0.47,2.41,,
July,1.91,0.93,3.13,3.00,,4.45,4.00,0.71,2.63,3.92,,
August,4.59,2.82,1.75,,1.18,3.77,2.11,3.85,2.61,3.45,,
September,2.54,2.85,2.37,,1.66,3.54,1.90,3.68,0.10,3.36,,
October,1.06,3.83,,,3.31,0.64,1.81,3.37,2.67,7.51,,
November,8.27,3.35,,5.86,2.15,0.74,2.93,2.29,3.88,5.57,,
December,2.74,2.84,,3.37,2.85,3.81,2.14,3.13,5.36,2.62,,
Total,42.25,27.63,,,,,23.29,29.59,23.18,38.36,,
Calc annual,42.25,27.63,16.76,17.94,17.13,20.82,23.29,29.59,23.18,38.36,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
